2.261	2.26856
2.262	2.31062
2.263	2.34435
2.264	2.36268
2.265	2.36599
2.266	2.39381
2.267	2.40519
2.268	2.40952
2.269	2.40352
2.27	2.42498
2.271	2.43303
2.272	2.46225
2.273	2.48868
2.274	2.48635
2.275	2.49079
2.276	2.49753
2.277	2.48468
2.278	2.46768
2.279	2.4595
2.28	2.47252
2.281	2.45333
2.282	2.44041
2.283	2.4097
2.284	2.40386
2.285	2.38377
2.286	2.38566
2.287	2.36791
2.288	2.34794
2.289	2.33247
2.29	2.31614
2.291	2.31782
2.292	2.29093
2.293	2.25598
2.294	2.22145
2.295	2.2125
2.296	2.18603
2.297	2.15895
2.298	2.1421
2.299	2.08933
2.3	2.0717
