0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	0
0.07	0
0.08	0
0.09	0
0.1	0
0.11	0
0.12	0
0.13	0
0.14	0
0.15	0
0.16	0
0.17	0
0.18	0
0.19	0
0.2	0
0.21	0
0.22	0
0.23	0
0.24	0
0.25	0
0.26	0
0.27	0
0.28	0
0.29	0
0.3	0.000000000186706
0.31	0.000000000413028
0.32	0.000000000868205
0.33	0.00000000174168
0.34	0.00000000334535
0.35	0.00000000618563
0.36	0.0000000110311
0.37	0.0000000190407
0.38	0.0000000318879
0.39	0.0000000519419
0.4	0.0000000824628
0.41	0.000000127846
0.42	0.000000193887
0.43	0.000000288087
0.44	0.000000419982
0.45	0.000000601497
0.46	0.000000847313
0.47	0.0000117525
0.48	0.0000160667
0.49	0.0000216682
0.5	0.0000288526
0.51	0.0000379616
0.52	0.000049387
0.53	0.0000635729
0.54	0.0000810191
0.55	0.000102283
0.56	0.000127981
0.57	0.00015879
0.58	0.00019545
0.59	0.000238761
0.6	0.000289586
0.61	0.000348848
0.62	0.000417532
0.63	0.000496678
0.64	0.000587387
0.65	0.000690811
0.66	0.000808155
0.67	0.000940672
0.68	0.00108966
0.69	0.00125646
0.7	0.00144246
0.71	0.00164906
0.72	0.00187771
0.73	0.00212988
0.74	0.00240708
0.75	0.00271081
0.76	0.00304261
0.77	0.00340402
0.78	0.0037966
0.79	0.00422189
0.8	0.00468147
0.81	0.00517688
0.82	0.00570968
0.83	0.00628142
0.84	0.00689364
0.85	0.00754785
0.86	0.00824557
0.87	0.00898829
0.88	0.00977749
0.89	0.0106146
0.9	0.0115011
0.91	0.0124384
0.92	0.0134278
0.93	0.0144708
0.94	0.0155686
0.95	0.0167227
0.96	0.0179341
0.97	0.0192044
0.98	0.0205345
0.99	0.0219259
1.	0.0233796
1.01	0.0248968
1.02	0.0264786
1.03	0.0281262
1.04	0.0298406
1.05	0.0316229
1.06	0.0334742
1.07	0.0353954
1.08	0.0373875
1.09	0.0394516
1.1	0.0415885
1.11	0.0437992
1.12	0.0460847
1.13	0.0484459
1.14	0.0508836
1.15	0.0533988
1.16	0.0559923
1.17	0.058665
1.18	0.0614177
1.19	0.0642514
1.2	0.0671669
1.21	0.0701649
1.22	0.0732465
1.23	0.0764124
1.24	0.0796636
1.25	0.0830007
1.26	0.0864248
1.27	0.0899368
1.28	0.0935374
1.29	0.0972276
1.3	0.101008
1.31	0.104881
1.32	0.108845
1.33	0.112903
1.34	0.117056
1.35	0.121303
1.36	0.125648
1.37	0.13009
1.38	0.13463
1.39	0.13927
1.4	0.144012
1.41	0.148855
1.42	0.153802
1.43	0.158854
1.44	0.164012
1.45	0.169278
1.46	0.174653
1.47	0.180138
1.48	0.185736
1.49	0.191447
1.5	0.197275
1.51	0.203219
1.52	0.209283
1.53	0.215469
1.54	0.221778
1.55	0.228213
1.56	0.234775
1.57	0.241468
1.58	0.248294
1.59	0.255255
1.6	0.262354
1.61	0.269595
1.62	0.276979
1.63	0.284511
1.64	0.292194
1.65	0.300031
1.66	0.308026
1.67	0.316183
1.68	0.324505
1.69	0.332999
1.7	0.341667
1.71	0.350516
1.72	0.359549
1.73	0.368774
1.74	0.378194
1.75	0.387818
1.76	0.39765
1.77	0.407699
1.78	0.417971
1.79	0.428475
1.8	0.439218
1.81	0.45021
1.82	0.461461
1.83	0.47298
1.84	0.484778
1.85	0.496868
1.86	0.509262
1.87	0.521973
1.88	0.535016
1.89	0.548408
1.9	0.562165
1.91	0.576305
1.92	0.59085
1.93	0.60582
1.94	0.62124
1.95	0.637136
1.96	0.653537
1.97	0.670474
1.98	0.687983
1.99	0.706101
2.	0.724871
2.01	0.744342
2.02	0.764567
2.03	0.785605
2.04	0.807524
2.05	0.830401
2.06	0.854324
2.07	0.879393
2.08	0.905724
2.09	0.933452
2.1	0.962736
2.11	0.993764
2.12	1.02676
2.13	1.062
2.14	1.09983
2.15	1.14067
2.16	1.18509
2.162	1.19447
2.166	1.21377
2.17	1.23386
2.174	1.25482
2.178	1.27674
2.182	1.29973
2.186	1.32392
2.19	1.34948
2.194	1.3766
2.198	1.40554
2.202	1.43659
2.206	1.47015
2.21	1.50669
2.214	1.54681
2.218	1.59123
2.22	1.61532
2.222	1.64082
2.224	1.66785
2.226	1.69655
2.228	1.72705
2.23	1.75948
2.232	1.79396
2.234	1.83059
2.236	1.86944
2.238	1.91052
2.24	1.95382
2.242	1.9992
2.244	2.04646
2.246	2.09526
2.248	2.14513
2.25	2.19543
2.252	2.2454
2.254	2.29409
2.256	2.34043
2.258	2.38327
2.26	2.42141
2.262	2.45368
2.264	2.47902
2.266	2.49654
2.268	2.50562
2.27	2.50594
2.272	2.49751
2.274	2.48067
2.276	2.45607
2.278	2.4246
2.28	2.38733
2.282	2.3454
2.284	2.30001
2.286	2.2523
2.288	2.20329
2.29	2.15391
2.292	2.10492
2.294	2.05693
2.296	2.01041
2.298	1.96568
2.3	1.92296
2.302	1.88237
2.304	1.84396
2.306	1.8077
2.308	1.77354
2.31	1.74138
2.312	1.71112
2.314	1.68263
2.318	1.63049
2.322	1.58398
2.326	1.54219
2.33	1.50438
2.334	1.46988
2.338	1.43818
2.342	1.40883
2.346	1.3815
2.354	1.33183
2.358	1.30907
2.366	1.26694
2.374	1.22859
2.382	1.19335
2.39	1.16074
2.4	1.12312
2.41	1.08848
